Customer_ID,Signup_Date,Country,Age,Annual_Income,Purchase_Status
CUST-3082,2025-01-09,UK,50.62459506862115,48001,inactive
CUST-9967,2025-01-08,,25.076571601251494,34122,Pending
CUST-7748,2025-01-01,usa,38.858843830843256,75745,Active
CUST-1417,01/11/2025,United States,45.675993008124905,USD 28711,inactive
CUST-9306,25-Jan-2025,uk,43.4832950037633,28199,Active
CUST-9808,03-Jan-2025,can,35.81563034984366,N/A,nan
CUST-4974,2025-01-18,USA,48.06557461764348,41542,Inactive
CUST-4267,12-Jan-2025,usa,25.954853110105674,113783,active
CUST-7484,01/06/2025,germany,31.969070556053076,75388,Active
CUST-8668,12-Jan-2025,uk,,97960,Active
CUST-6745,05-Jan-2025,Canada,42.82493494700621,38020,inactive
CUST-1412,2025-01-27,United Kingdom,29.173631257005486,N/A,Active
CUST-8543,01/17/2025,germany,33.28750824562914,38601,Inactive
CUST-8587,25-Jan-2025,FRANCE,41.17670368265749,104289,Active
CUST-1728,17-Jan-2025,United States,41.98249913777816,"$94,671",inactive
CUST-8164,01/12/2025,United Kingdom,25.92873653744749,,pend.
CUST-9867,16-Jan-2025,can,150.0,105867,Pending
CUST-6988,08-Jan-2025,can,39.556896686672516,32297,Pending
CUST-3504,2025-01-21,UK,24.182971604195984,60695,Active
CUST-3967,2025-01-23,Germany,-5.0,75841,Active
CUST-3786,01/22/2025,UK,34.841802897379324,105663,inactive
CUST-2122,2025-01-08,FRANCE,43.50093989316809,73574,active
CUST-5079,2025-01-18,uk,43.757158624009804,"$29,171",ACTIVE
CUST-2571,12-Jan-2025,United Kingdom,38.561668772248424,23696,Active
CUST-6073,01/27/2025,Germany,35.48674838326826,40313,Active
CUST-6104,2025-01-09,Canada,40.11737669079005,73521,Active
CUST-3143,26-Jan-2025,United States,26.446694856107413,24956,Closed
CUST-7806,10-Jan-2025,United Kingdom,51.869878630253915,86641,Active
CUST-8357,17-Jan-2025,UK,,71313,Inactive
CUST-4440,2025-01-26,USA,39.28812314620698,44729,Active
  CUST-6486 ,01/22/2025,France,36.97300419992852,118134,inactive
CUST-6644,01/07/2025,Germany,30.885790273406297,"$29,256",active
CUST-3914,2025-01-15,Germany,40.28748845799661,54681,Closed
CUST-5968,2025-01-07,FRANCE,28.08682628983223,84789,Closed
CUST-6917,01/19/2025,United States,12.763879690044693,,active
CUST-9787,27-Jan-2025,usa,7.858926995089135,76575,nan
CUST-1728,18-Jan-2025,can,27.005016668365133,66002,
CUST-2365,20-Jan-2025,can,36.56378122918278,79979,pend.
CUST-5492,01/03/2025,USA,38.319717339534826,86668,pend.
CUST-1698,01/27/2025,uk,30.13242991490715,109390,Active
CUST-8186,2025-01-07,FRANCE,36.418351671429036,65607,Inactive
CUST-1395,14-Jan-2025,uk,32.25771642945469,90093,Active
CUST-8400,,Canada,25.006872423498628,94601,Active
CUST-9082,2025-01-12,United Kingdom,34.46255491030875,N/A,
CUST-5171,02-Jan-2025,France,43.12957112365649,N/A,active
CUST-5360,05-Jan-2025,germany,25.459382522536778,,Pending
CUST-3502,01/08/2025,usa,25.46395386980302,N/A,pend.
CUST-1717,23-Jan-2025,UK,24.30749406047842,66976,Closed
CUST-3782,12-Jan-2025,germany,15.634812654918843,"$65,095",
CUST-5946,2025-01-15,germany,30.197976258529813,35523,Active
CUST-6486,2025-01-04,FRANCE,42.14086112952531,39991,Active
CUST-9335,2025-01-22,Germany,36.739160838337625,USD 104995,ACTIVE
CUST-5980,01/13/2025,USA,33.307491159436935,47056,Active
CUST-8266,2025-01-01,can,36.29064798240169,N/A,Active
CUST-5491,01/10/2025,Canada,30.11018512570842,USD 57726,active
CUST-8192,02-Jan-2025,uk,15.521133627365277,77149,Pending
CUST-6588,01/03/2025,,42.83718781814566,52252,Inactive
CUST-8651,01/02/2025,FRANCE,45.71124573784651,100437,active
CUST-4636,27-Jan-2025,USA,27.71843223932213,81240,inactive
CUST-2167,2025-01-13,Germany,33.49164379393444,,Active
CUST-2062,18-Jan-2025,UK,32.6300082893984,,Active
CUST-3156,27-Jan-2025,Canada,38.51288809424541,USD 42318,Pending
CUST-8860,2025-01-14,FRANCE,51.898934566262895,105029,Inactive
CUST-6161,2025-01-17,Germany,46.597912452893056,65475,Pending
CUST-6305,2025-01-21,France,-5.0,46564,Active
CUST-7541,16-Jan-2025,can,40.42463861500237,71001,pend.
CUST-9867,01/25/2025,can,47.543568685727124,55517,Inactive
CUST-8330,25-Jan-2025,FRANCE,39.08345164394778,45711,Inactive
CUST-6334,2025-01-07,can,,USD 36589,Inactive
CUST-9924,01/01/2025,USA,,106511,Closed
CUST-6450,17-Jan-2025,USA,27.967284774365268,116117,Inactive
CUST-9010,01/13/2025,uk,29.42718875895919,47127,Inactive
CUST-7801,01/24/2025,FRANCE,24.359657647989025,110421,
CUST-5846,01/18/2025,uk,38.07064516570243,35088,Pending
CUST-4124,2025-01-05,FRANCE,33.68597093977762,65046,ACTIVE
