Transaction_ID,Customer_ID,Date,Customer_Age,Gender,Country,Product_Category,Purchase_Amount,Quantity,Rating,Payment_Method,Order_Status
TXN-10261,CUST-191,08-28-2022,42,  Female  ,us, Electronics ,563.73,5,4.6,bank_transfer,Cancelled
TXN-10262,CUST-261,2023/11/14,26,F,Great Britain,Beauty & Health,496.89,10,3.1,Cash,completed
TXN-10263, CUST_206 ,"Jan 02, 2024",74,  Female  ,Canada,Home & Kitchen,101.16,7,4.8,Cash,
TXN-10264,CUST-303,2022-09-11,23,F,U.S.A.,CLOTHING,279.35,7,1.4,Wire Transfer,COMPLETE
TXN-10265,CUST-253,20/08/2023,50 yrs,Other,,Beauty,297.56,10,4.7,Cash,pending
, CUST_223 ,"Jan 05, 2023",66,MALE,France,Home,465.74,10,1.5,credit_card,Pending
TXN-10267,CUST-299,"Dec 30, 2023",19,female,FR,Beauty,545.85,1,2.5,PayPal,Returned
TXN-10268,CUST-376,2022-03-25,,MALE,usa,Home,$230.62,2,4.1,bank_transfer,canceled
TXN-10269,CUST-171,28/06/2024,56,Femal,United States,Beauty & Health,391.11,1,,CC,pending
TXN-10270,CUST-140,2023-04-02,24,Femal,USA,Beauty & Health,-$134.88,7,1.8,bank_transfer,Completed
TXN-10271,CUST-277,"Jun 23, 2023",68,female,Great Britain,Books,177.62,2,3.7,paypal,completed
TXN-10272, CUST_323 ,"Jun 16, 2023",71,F,FR,CLOTHING,34.44,10,10.0,Credit Card,canceled
TXN-10273,CUST-138,"Aug 22, 2023",37,MALE,us,Books,592.53,2,,CC,
TXN-10274,CUST-303,"Mar 27, 2023",45,  Female  ,france,Electronics,$364.43,-1,3.0,Cash,canceled
TXN-10275,CUST-267,03/03/2023,19,M,France,home,225.2,4,1.4,Credit Card,Completed
TXN-10276, CUST_239 ,"May 11, 2022",47,F,france, beauty ,449.82,5,2.0,credit_card,canceled
TXN-10277,CUST-330,2022/05/13,34,M,U.S.A., beauty ,324.21,8,3.4,PayPal,Refunded
TXN-10278,CUST-282,01/05/2022,54,  Female  ,us,electronics,166.26,7,3.3,CC,completed
TXN-10279,CUST-292,03/02/2022,36,M,USA,Apparel,,6,3.4,paypal,COMPLETE
TXN-10280,CUST-399,2023-01-14,32,Other,FR,Clothing,311.61,6,3.5,Cash,completed
TXN-10281,CUST-143,2023-02-23,53,Female,france,CLOTHING,376.0,,3.8,credit_card,Refunded
TXN-10282,CUST-251,08-09-2023,36,Femal,France, beauty ,479.08,9,4.6,paypal,Completed
TXN-10283,,,52,Femal,,Books,$342.35,7,1.9,CC,Completed
TXN-10284, CUST_178 ,01-16-2023,42,  Female  ,us, Electronics ,11.82 USD,2,2.9,Credit Card,pending
TXN-10114,CUST-178,11-07-2022,,  Female  ,Deutschland,Beauty,551.41,5,3.1,Cash,Cancelled
TXN-10286,CUST-262,21/03/2024,43,Male,Germany,electronics,$203.54,3,4.3,bank_transfer,completed
TXN-10287,CUST-146,"Aug 27, 2023",66,  Female  ,UK,Clothing,$421.31,4,3.9,Cash,COMPLETE
TXN-10288, CUST_257 ,,24,M,CA,books,-$177.21,6,3.2,bank_transfer,COMPLETE
TXN-10289,CUST-238,06-29-2024,54,F,DE,books,233.59,7,2.6,bank_transfer,Pending
TXN-10290, CUST_144 ,"Apr 18, 2024",43,F,uk,home,$58.49,6,3.2,PayPal,Completed
TXN-10291, CUST_329 ,,46,F,CA,Home,541.02,,4.1,Wire Transfer,
TXN-10292,CUST-362,2022-03-11,54,Femal,DE,Home,412.21,5,2.9,paypal,Completed
,CUST-113,08-10-2023,37,Femal,USA,,170.28,1,1.2,CC,Refunded
TXN-10294, CUST_383 ,07-10-2024,69,F,United States,Books,556.44,7,3.3,Wire Transfer,Returned
TXN-10295, CUST_266 ,2023/05/02,23,male,Great Britain,Beauty,196.87,10,2.9,Credit Card,Returned
TXN-10296,CUST-106,2022/05/22,-1,MALE,Canada,Home & Kitchen,218.29,4,2.1,bank_transfer,COMPLETE
TXN-10297,,"Feb 19, 2024",49,Female,canada,,64.43,5,3.4,Cash,COMPLETE
TXN-10298,CUST-386,06-02-2022,23,  Female  ,UK,Apparel,156.59,,3.9,credit_card,canceled
TXN-10299,CUST-224,2023/10/02,57,MALE,Deutschland,electronics,8.4,5,4.1,,pending
TXN-10300,CUST-186,"Aug 27, 2022",51,male,Germany,Apparel,-$109.52,9,3.7,Credit Card,Returned
TXN-10301,CUST-186,"Feb 16, 2022",54,female,us, beauty ,473.2,8,2.0,credit_card,Cancelled
TXN-10302, CUST_254 ,2023-10-24,21,Femal,us,Home & Kitchen,320.92,9,2.1,bank_transfer,
TXN-10303,CUST-174,2023-12-26,34,Female,France,electronics,$344.81,6,1.2,CC,canceled
TXN-10304, CUST_322 ,03-26-2024,65,male,france,Beauty & Health,251.76,2,4.6,PayPal,Refunded
TXN-10305,CUST-253,2022/05/07,27,Female,UK,CLOTHING,198.43,1,2.7,CC,pending
TXN-10306,CUST-139,2024/09/05,,,Canada,Clothing,$446.97,6,4.1,paypal,Completed
TXN-10307,CUST-226,2024-02-15,56,,France, beauty ,159.71,two,3.6,Wire Transfer,pending
TXN-10308,CUST-353,19/06/2023,18,M,Deutschland,Apparel,355.29,8,2.8,paypal,pending
TXN-10309,CUST-200,2023-05-30,31,male,canada,Apparel,181.18,3,3.3,Wire Transfer,canceled
TXN-10310,CUST-169,2024/08/16,68,MALE,United States,CLOTHING,$425.53,5,1.1,,
,CUST-302,01-20-2022,49,Femal,france,Electronics,269.35 USD,2,2.0,bank_transfer,Refunded
TXN-10312,CUST-294,2022/09/09,59,Femal,usa,home,598.88,4,3.6,Credit Card,Returned
TXN-10313,CUST-268,2024/04/06,47,,us, Electronics ,,5,4.7,Credit Card,completed
TXN-10314,CUST-320,2023/02/16,50,F,Canada,Clothing,502.72,7,4.8,paypal,Cancelled
TXN-10315,CUST-169,,65,Female,Canada,,521.02,1,4.4,credit_card,COMPLETE
TXN-10316,CUST-202,01-24-2022,23,Other,,Home & Kitchen,274.32,4,2.8,paypal,Cancelled
TXN-10317,CUST-190,2023-03-01,45,MALE,uk, Electronics ,247.88,6,4.1,PayPal,pending
TXN-10318,CUST-263,"Nov 21, 2022",42,Other,Germany,home,,2,2.5,Credit Card,Cancelled
TXN-10319,CUST-351,2022-04-28,18,,FR,Apparel,486.88,,2.8,,canceled
TXN-10320,CUST-224,20/10/2022,65,Male,germany,books,€458.99,two,4.7,paypal,Refunded
TXN-10321,CUST-243,2024-02-26,30,F,DE,electronics,249.67,10,2.7,Wire Transfer,Returned
TXN-10322,CUST-301,"Sep 02, 2024",25,,CA,Books,$400.68,6,3.2,Credit Card,Pending
TXN-10323,CUST-388,2022/03/02,,Femal,Deutschland,CLOTHING,33.86,-1,3.1,Credit Card,
TXN-10324, CUST_379 ,2022-07-05,28,male,United States,Electronics,323.13,4,1.9,paypal,Refunded
TXN-10325,,"Nov 02, 2022",51,Other,Canada,Books,,,1.2,CC,Returned
TXN-10388, CUST_336 ,"May 26, 2022",65,F,Germany,Home & Kitchen,524.23,9,3.8,credit_card,Pending
TXN-10327,CUST-207,"Sep 22, 2022",44,MALE,Deutschland,Apparel,131.49,3,,paypal,canceled
TXN-10328,CUST-249,2024-07-10,36,Femal,uk, beauty ,12.21,8,3.7,Cash,
TXN-10329,CUST-135,2022/09/03,36,,Canada, beauty ,384.59,9,4.4,CC,completed
TXN-10330,CUST-309,2023/05/20,74,male,,Beauty & Health,288.0,8,2.6,Wire Transfer,
TXN-10331,CUST-171,2023-01-30,51,  Female  ,Germany,Books,507.56,,3.7,Wire Transfer,pending
TXN-10332,CUST-223,"Nov 22, 2022",74,Female,CA,home,347.63,6,2.3,Cash,Returned
TXN-10333,CUST-178,"Mar 09, 2022",59,male,, beauty ,505.22,1,,PayPal,Completed
TXN-10334,CUST-293,,36,F,usa,Books,95.95,7,3.0,paypal,Pending
TXN-10335, CUST_345 ,2024-07-24,31,MALE,UK,Beauty,€112.78,5,2.6,credit_card,Pending
TXN-10336,CUST-373,2024/09/13,63,,DE,CLOTHING,165.83,4,1.8,PayPal,canceled
,CUST-314,2022/09/10,56,MALE,uk,CLOTHING,,5,3.0,Wire Transfer,COMPLETE
TXN-10338,CUST-284,05-09-2022,47,Femal,Canada,Beauty & Health,30.13,10,1.9,CC,Returned
TXN-10339,CUST-374,2023-04-02,39,M,FR, beauty ,379.22 USD,4,3.3,Wire Transfer,canceled
TXN-10340,CUST-143,28/05/2023,64,Male,France,home,416.32,9,1.5,Credit Card,Completed
TXN-10341, CUST_227 ,05-26-2022,26,MALE,uk,Home,€259.63,two,3.7,paypal,canceled
TXN-10342,CUST-281,22/06/2022,63,M,Deutschland,Home,345.96,6,,PayPal,pending
TXN-10343,,2023/03/10,18,Other,France,Apparel,385.3,7,1.3,Wire Transfer,canceled
TXN-10344,CUST-304,"Jan 02, 2022",29,  Female  ,United States,Electronics,133.10 USD,-1,1.6,CC,
TXN-10345,CUST-269,09-28-2023,22,Male,U.S.A.,Home & Kitchen,,1,4.2,bank_transfer,completed
TXN-10346,CUST-320,2022-06-21,18,male,Deutschland,home,497.89,4,1.6,CC,completed
TXN-10347, CUST_150 ,"Aug 01, 2024",30,MALE,France,Beauty,31.87,8,3.8,Cash,Returned
TXN-10348,CUST-361,"Sep 14, 2022",24,MALE,france,Home & Kitchen,262.16,6,4.2,PayPal,canceled
TXN-10349,CUST-385,12/05/2024,39,M,USA, beauty ,$312.33,7,2.8,CC,COMPLETE
TXN-10350,CUST-394,06-07-2023,999,,us,Beauty & Health,€328.83,7,3.8,Cash,pending
TXN-10351,CUST-291,,22,Femal,us,Electronics,31.36,7,4.9,Cash,Returned
TXN-10352,CUST-356,2023-07-31,53,M,usa,Clothing,54.11 USD,7,2.9,paypal,
TXN-10353, CUST_112 ,2023-02-09,40,male,uk,Beauty,362.28,6,-1.0,bank_transfer,pending
TXN-10354,CUST-251,2024/01/13,30,MALE,UK,electronics,202.61,9,2.3,bank_transfer,pending
TXN-10355,CUST-143,"Jun 18, 2024",70,Femal,United Kingdom,Clothing,€422.35,9,,Wire Transfer,Cancelled
TXN-10356,,06-01-2023,45,M,usa,Home,,10,2.4,PayPal,Pending
TXN-10357,CUST-275,08-26-2024,37,Male,canada,CLOTHING,$162.97,8,3.8,Cash,Cancelled
TXN-10358,CUST-205,"Feb 10, 2024",67,Female,USA,Clothing,,8,1.2,,COMPLETE
TXN-10359,CUST-278,11-10-2023,34,Other,uk,Clothing,$374.61,6,1.1,Wire Transfer,Pending
TXN-10360,CUST-324,2023/04/16,59,Female,,Beauty,285.34,5,2.9,Credit Card,Refunded
TXN-10361,CUST-331,24/07/2024,22,male,FR,Electronics,278.86,5,-1.0,Wire Transfer,Cancelled
TXN-10362,CUST-253,2022/01/03,24,M,Deutschland,electronics,573.62,6,2.1,Wire Transfer,
, CUST_158 ,2024-07-12,35,Other,USA,Electronics,$161.29,6,2.4,credit_card,canceled
TXN-10364, CUST_275 ,2023/02/28,54,MALE,DE,Books,258.09,8,2.9,credit_card,Cancelled
TXN-10365,CUST-184,"Dec 22, 2023",69,Femal,Great Britain,CLOTHING,€455.44,5,4.1,PayPal,Cancelled
TXN-10366,CUST-224,2023-07-06,59,,canada, beauty ,99.59,1,3.3,PayPal,Pending
TXN-10367,CUST-382,2023-10-27,39,F,usa,Home & Kitchen,,4,3.4,PayPal,pending
TXN-10368, CUST_386 ,"Jul 02, 2024",72,male,Canada, Electronics ,435.73,8,1.6,CC,Cancelled
TXN-10369,CUST-336,"Dec 28, 2022",35,Male,United States,Home & Kitchen,195.4,8,4.0,Credit Card,COMPLETE
TXN-10370,CUST-307,"Jan 02, 2023",65,  Female  ,Germany,Apparel,524.91,5,,paypal,COMPLETE
TXN-10371,CUST-195,2024-02-26,60,male,france,Electronics,484.56,1,1.1,Cash,Cancelled
TXN-10372,CUST-321,15/01/2023,31,female,us,electronics,€289.57,8,1.4,Wire Transfer,Returned
TXN-10373,CUST-201,2022-08-15,68,F,canada, Electronics ,$326.88,6,4.5,credit_card,canceled
TXN-10374,CUST-319,11-28-2023,31,  Female  ,us,Clothing,485.83 USD,-1,3.2,Wire Transfer,Completed
TXN-10375,CUST-209,2024/04/15,-1,M,U.S.A.,Books,443.41,6,3.8,Cash,Refunded
TXN-10376,CUST-132,07/04/2024,48,M,FR,,331.44,2,,bank_transfer,COMPLETE
TXN-10377,CUST-374,05-21-2023,38,M,FR,Home,455.26,5.0,2.1,paypal,Refunded
TXN-10378, CUST_266 ,,21 yrs,MALE,FR,Electronics,$215.80,4,2.4,Cash,COMPLETE
TXN-10379, CUST_158 ,2023/12/22,69,  Female  ,USA,Apparel,557.21,one,4.7,bank_transfer,canceled
TXN-10380,CUST-350,"Jul 20, 2022",60,female,CA,Electronics,426.16 USD,1,2.3,bank_transfer,COMPLETE
TXN-10381,CUST-260,2022/10/12,37,M,U.S.A.,Home,421.38,5,3.3,CC,canceled
TXN-10382,,2022/06/24,25,male,us, beauty ,113.17,7,,bank_transfer,Completed
TXN-10383,CUST-278,2024/01/27,43,Female,Canada,electronics,396.04,6,1.8,CC,Pending
,CUST-334,2023/09/10,42,female,usa, Electronics ,410.42,3,1.0,Credit Card,Cancelled
TXN-10385,CUST-252,26/08/2023,40,Femal,germany,Beauty,589.13,5,4.1,bank_transfer,Refunded
TXN-10386,CUST-143,05-11-2022,51,,Deutschland,home,536.65,6,3.7,PayPal,
TXN-10387,CUST-260,26/05/2024,23,,Great Britain,Electronics,283.9,6,1.9,CC,completed
TXN-10388, CUST_256 ,01-17-2024,71,male,FR,Beauty & Health,180.47,7,3.0,Cash,completed
TXN-10389, CUST_291 ,2023-11-26,28,female,uk,electronics,$196.93,6,1.8,Cash,pending
TXN-10390,CUST-361,2023/12/11,71,Male,france, Electronics ,207.23,4,1.2,Wire Transfer,Cancelled
TXN-10391,CUST-170,2023/11/29,27,M,FR,Apparel,375.6,3,2.6,PayPal,Cancelled
TXN-10392,CUST-316,"Jan 03, 2022",53,Female,France,Home,18.93,7,,bank_transfer,Returned
TXN-10393, CUST_375 ,2024-08-23,62,Female,Germany,,95.89,1,4.0,Cash,Pending
TXN-10394,CUST-188,"Nov 27, 2022",61,MALE,us,home,$365.22,1,3.3,bank_transfer,Refunded
TXN-10395,CUST-350,02-21-2023,75,Female,france,Beauty & Health,242.14 USD,1,4.9,Cash,Pending
,CUST-195,"Jun 15, 2023",40,Femal,germany,Apparel,304.04,10,4.8,PayPal,pending
TXN-10397,CUST-330,2023-06-14,73,  Female  ,United States,Books,588.51,2,4.7,,pending
TXN-10398,CUST-283,2022-08-18,47,male,U.S.A., Electronics ,140.66,two,,credit_card,canceled
TXN-10399,CUST-348,2023/03/07,40,M,UK,electronics,346.06,10,1.7,Wire Transfer,Completed
TXN-10400, CUST_296 ,"Jan 06, 2022",31,M,canada, beauty ,,6,,CC,Returned
TXN-10401,CUST-358,2022/03/25,74,male,uk, Electronics ,458.93,2,4.8,bank_transfer,Completed
TXN-10402,CUST-309,26/01/2024,30,male,Deutschland,Electronics,495.23,5.0,2.6,paypal,Pending
TXN-10403,CUST-312,2023-03-10,29,Female,United States,Beauty & Health,430.11,2,3.4,credit_card,canceled
TXN-10404,CUST-327,21/07/2022,18,Femal,us,Clothing,271.57,-1,4.8,bank_transfer,Returned
TXN-10405,CUST-142,2022-03-06,41,F,Canada,electronics,333.55,6,4.7,Credit Card,Returned
TXN-10406,CUST-212,,18,female,United States, beauty ,590.74,8,,Wire Transfer,Refunded
TXN-10407,CUST-240,2022/01/25,39,Femal,FR,Electronics,423.44,5,1.4,credit_card,COMPLETE
TXN-10408,CUST-247,08-15-2024,150,,FR,Home & Kitchen,-$160.30,2,,bank_transfer,Cancelled
TXN-10409, CUST_334 ,2022-09-11,50,Femal,United Kingdom,electronics,191.81,5,4.4,bank_transfer,Pending
TXN-10410,CUST-353,09-08-2024,56,,uk,Clothing,267.17 USD,7,3.4,,Returned
TXN-10411,CUST-157,04-21-2024,59,F,U.S.A.,Electronics,527.72,9,3.4,Cash,
TXN-10412,CUST-237,2022-08-31,48,Other,france,Home & Kitchen,376.47,7,4.6,PayPal,completed
TXN-10413,CUST-287,"Sep 27, 2023",62,Female,DE,books,,1,3.9,CC,canceled
TXN-10414,CUST-121,"Oct 03, 2023",35,M,Deutschland, Electronics ,130.03,8,1.8,Wire Transfer,
TXN-10415,CUST-325,2022-03-29,54,  Female  ,United States,Electronics,214.88,7,3.7,paypal,Pending
TXN-10416,CUST-317,01-22-2023,73,M,,Beauty,-$103.88,7,3.9,CC,Cancelled
TXN-10417, CUST_226 ,2023-12-12,48,  Female  ,france,Home & Kitchen,-$120.40,3,1.3,Credit Card,completed
TXN-10418,CUST-116,"Mar 05, 2022",58,male,U.S.A.,Home & Kitchen,592.6,1,3.3,PayPal,pending
TXN-10419,CUST-278,"Sep 18, 2023",29,Male,france,electronics,378.18,3,3.6,credit_card,canceled
TXN-10420,CUST-144,2023-11-25,73,  Female  ,United States,Clothing,$415.12,6,1.0,,COMPLETE
TXN-10421,CUST-160,"Oct 29, 2022",52,M,Deutschland,home,139.15 USD,10,1.1,,Pending
TXN-10422,CUST-221,"Sep 25, 2023",20,Male,Great Britain,Electronics,249.56,9,10.0,credit_card,Refunded
TXN-10423,CUST-279,2023/09/06,57,Femal,FR,Home,517.44,2,1.2,CC,Returned
TXN-10424,CUST-319,,27,F,Canada,Electronics,412.72,3,,,
TXN-10425, CUST_171 ,"Mar 25, 2024",29,  Female  ,United States,Home,94.81,4,4.5,PayPal,completed
TXN-10426,CUST-205,2023-09-27,26,female,Canada,CLOTHING,410.35,,3.6,Cash,
TXN-10427,CUST-391,2024-08-18,-5,MALE,USA,Books,$468.47,3,2.1,Cash,canceled
TXN-10428,CUST-243,2022/12/03,58 yrs,Femal,Germany,Electronics,363.56,5,1.2,Wire Transfer,canceled
TXN-10429,CUST-186,2022-04-16,38,Other,DE,Clothing,203.58,6,3.2,Credit Card,Refunded
TXN-10430,CUST-249,2022/03/11,150,Other,CA,electronics,$440.46,8,3.2,PayPal,Refunded
TXN-10431,CUST-236,2022/07/18,30,Other,USA,Beauty,97.04,10,4.2,PayPal,canceled
TXN-10432,CUST-363,06-06-2023,65,F,Germany,,474.52,3,4.7,Wire Transfer,Refunded
TXN-10433,CUST-148,2023/05/08,,MALE,uk, Electronics ,235.25,2,,credit_card,Cancelled
TXN-10434, CUST_310 ,06/09/2022,72,  Female  ,France,Clothing,458.64,6,1.6,paypal,Cancelled
TXN-10435,CUST-241,03/03/2022,75,male,USA,Home & Kitchen,84.62,one,4.3,paypal,Completed
TXN-10436,CUST-164,2023/03/23,75,female,uk,Beauty & Health,391.07,7,1.1,,Returned
TXN-10437,CUST-167,02-12-2024,64,female,DE,electronics,549.67,,10.0,Credit Card,Cancelled
TXN-10438,CUST-264,2024/06/25,51,Female,Deutschland,Home,457.45,8,3.3,CC,pending
TXN-10439,CUST-301,"May 31, 2022",,F,U.S.A.,electronics,26.81,4,,bank_transfer,completed
TXN-10079,CUST-395,12-18-2022,44,Other,UK,,$232.79,2,2.7,Credit Card,Completed
TXN-10441,CUST-312,2022/01/09,60,female,germany,CLOTHING,$245.71,9,3.0,Credit Card,Pending
TXN-10442,CUST-138,26/11/2023,30 yrs,F,United States,Beauty & Health,$281.87,5,4.0,PayPal,Cancelled
TXN-10443,CUST-147,2023/06/04,50,Femal,germany,Beauty & Health,365.98,5,2.6,PayPal,Completed
TXN-10444,CUST-242,03-09-2023,35,Other,DE,electronics,144.70 USD,1,2.7,CC,COMPLETE
TXN-10445,CUST-288,25/07/2022,999,Female,United States,electronics,399.34,10,1.1,paypal,Pending
TXN-10446,CUST-349,16/12/2022,,M,,home,398.51,2,4.3,credit_card,completed
TXN-10447,CUST-101,"Dec 13, 2023",62,female,Canada,electronics,275.2,,1.6,CC,completed
TXN-10448,CUST-147,2022/12/06,29,F,UK,Electronics,,3,4.7,PayPal,Returned
TXN-10449,CUST-334,2022/12/10,71,  Female  ,U.S.A.,Apparel,31.32,4,1.7,,Completed
,CUST-283,03/12/2022,18,MALE,CA,Electronics,278.84,8,2.8,PayPal,COMPLETE
TXN-10451,CUST-373,2024-06-16,53,M,canada, Electronics ,518.04,6,2.0,paypal,Completed
TXN-10452,CUST-319,2024-07-31,39,female,canada,Beauty,519.69,9,4.6,PayPal,canceled
TXN-10453,CUST-353,11/12/2023,71,Female,U.S.A., beauty ,118.65,7,2.8,Wire Transfer,
TXN-10454,CUST-245,07/08/2022,54,F,us, Electronics ,270.42,8,3.8,Credit Card,completed
TXN-10455,CUST-395,02-26-2024,23,MALE,usa, Electronics ,268.14,2,2.3,paypal,completed
TXN-10456, CUST_348 ,20/01/2023,23,Femal,Great Britain,Home & Kitchen,460.74,4,4.1,Wire Transfer,pending
TXN-10457,CUST-124,2024-04-25,23,female,usa,,396.63,2,,bank_transfer,Returned
TXN-10458, CUST_335 ,03-17-2022,55,MALE,France,Clothing,64.59,4,1.6,Wire Transfer,COMPLETE
TXN-10459, CUST_180 ,,19,M,Great Britain,Apparel,381.11,,3.0,Cash,canceled
TXN-10460,CUST-100,"Oct 25, 2022",68,male,France, Electronics ,461.74,6,4.7,bank_transfer,Returned
TXN-10461,CUST-319,08-23-2023,,Femal,United States,books,543.52,7,1.6,Wire Transfer,pending
,CUST-167,,47,Femal,,Books,388.01,9,4.2,PayPal,Refunded
TXN-10463,CUST-254,,-1,,FR,Beauty & Health,372.63,6,4.2,paypal,Refunded
TXN-10464, CUST_240 ,28/06/2022,61,female,,Beauty,444.79,10,2.6,CC,COMPLETE
TXN-10465, CUST_284 ,07/01/2024,75,MALE,France, Electronics ,427.99,9,3.8,PayPal,Completed
TXN-10466,CUST-290,22/07/2023,65,  Female  ,canada,Electronics,€31.91,3,2.0,bank_transfer,Cancelled
TXN-10467,CUST-184,23/01/2022,26,female,FR, Electronics ,307.91,8,1.0,Credit Card,COMPLETE
TXN-10468, CUST_256 ,2024-07-21,42,Femal,us,books,486.21 USD,6,3.0,bank_transfer,Completed
TXN-10469,CUST-219,,29,Male,DE,electronics,188.6,10,4.8,Wire Transfer,Cancelled
,CUST-146,2023-01-24,54,MALE,USA, Electronics ,35.59,1,,Credit Card,Pending
TXN-10471,CUST-100,08-04-2022,32,MALE,Great Britain,electronics,65.93,9,3.9,Credit Card,completed
TXN-10472,CUST-139,01-14-2023,35,F,Canada,Books,$121.14,2,1.0,credit_card,Returned
, CUST_215 ,2024/08/21,29,M,UK,Beauty & Health,197.01,9,3.8,PayPal,pending
TXN-10474,CUST-327,"Oct 01, 2023",34,Male,Canada,books,,6,2.6,credit_card,Returned
TXN-10475, CUST_275 ,2022-03-08,34,,usa,CLOTHING,594.34,9,2.9,CC,completed
TXN-10111,CUST-316,04/08/2024,150,male,United States,CLOTHING,$317.61,2,4.4,paypal,pending
TXN-10477,CUST-344,2022/07/16,40,female,Great Britain,CLOTHING,560.96,6,1.6,paypal,Cancelled
TXN-10478, CUST_296 ,01-19-2023,51,male,canada,Electronics,49.42,3,1.8,paypal,canceled
TXN-10479, CUST_152 ,27/09/2024,58,Femal,Canada,electronics,,4,1.7,paypal,Cancelled
TXN-10480, CUST_288 ,2024/02/21,28,Other,france,electronics,527.61,2,2.1,paypal,completed
TXN-10481,CUST-170,2024/05/24,,,FR,home,270.61,5,2.4,,pending
TXN-10482,CUST-168,06-02-2022,42,Other,, beauty ,-$177.67,10,3.7,Cash,canceled
TXN-10483,CUST-173,10-07-2023,54,female,UK,Beauty,487.03 USD,-1,4.4,bank_transfer,pending
TXN-10484, CUST_388 ,2024/05/21,62,Female,Great Britain,Home & Kitchen,378.4,1,1.3,Wire Transfer,canceled
TXN-10485, CUST_184 ,"Jun 26, 2024",59,Other,UK,Beauty & Health,309.86,4,4.9,Credit Card,Cancelled
TXN-10486,CUST-209,"Mar 25, 2022",68,female,usa,Books,€488.40,2,2.0,Cash,Completed
,CUST-177,2023-09-22,39,F,uk,Home & Kitchen,179.6,7,,credit_card,
TXN-10488,CUST-326,2023/02/02,50,M,Great Britain,home,593.86,3,4.7,paypal,Cancelled
TXN-10489,CUST-144,"Jun 16, 2023",65,,Great Britain,home,256.84,3,1.0,,COMPLETE
TXN-10490,CUST-171,12-31-2023,23,Female,, Electronics ,572.5,3,3.9,Wire Transfer,Returned
TXN-10491,CUST-296,"May 10, 2023",31,Femal,Canada,Home & Kitchen,44.5,10,4.5,Wire Transfer,Returned
TXN-10492,CUST-319,"Aug 19, 2023",47,Other,DE,Electronics,76.01 USD,10,1.7,bank_transfer,pending
TXN-10493,CUST-171,2024/03/20,25,,CA,Apparel,135.08,4,3.6,bank_transfer,Completed
TXN-10494,CUST-143,01/08/2022,58,Other,U.S.A.,Apparel,398.83,1,1.2,Credit Card,Returned
TXN-10495,CUST-245,08/04/2023,26,female,us,,216.27,2,1.2,Credit Card,Refunded
TXN-10496,CUST-113,"Nov 10, 2022",38,male,United Kingdom,Home,222.8,9,2.7,credit_card,Cancelled
,,09/08/2023,42,Femal,CA,home,100.3,8,2.5,Cash,completed
TXN-10498,CUST-360,01-19-2023,75,MALE,FR,Books,403.27,5,2.5,Credit Card,pending
TXN-10499, CUST_300 ,2022-05-18,,M,canada,Electronics,143.95,-1,3.6,credit_card,Completed
TXN-10500,CUST-127,06-16-2023,58,female,us,Books,577.23,-1,1.3,,Pending
TXN-10140,CUST-222,"Feb 12, 2022",75,Female,Deutschland, Electronics ,128.98,2,,Cash,COMPLETE
TXN-10502,,"Dec 11, 2022",,Femal,uk,Apparel,,2,1.4,bank_transfer,Cancelled
TXN-10503,CUST-136,"Mar 19, 2023",39,Other,UK,Home & Kitchen,57.79,6,3.3,paypal,COMPLETE
TXN-10504,CUST-106,05-25-2023,75,MALE,USA,Beauty & Health,553.45,1,,paypal,Completed
TXN-10505,CUST-262,26/01/2022,40,male,FR, beauty ,387.31,6,1.2,Credit Card,pending
TXN-10506, CUST_391 ,2022-09-29,47,Femal,UK,Clothing,139.93,4,3.2,bank_transfer,Refunded
TXN-10507,CUST-379,03-26-2022,66,MALE,canada,Beauty & Health,$54.33,three,3.9,paypal,Completed
TXN-10508,CUST-341,2023/06/10,,Femal,USA, beauty ,443.15,8,,Credit Card,Refunded
TXN-10509,CUST-137,03-15-2024,47,Femal,United States,CLOTHING,-$75.92,2,,,canceled
TXN-10510, CUST_134 ,2022-04-11,62,,us,Apparel,324.84,2,2.2,Cash,
TXN-10511, CUST_210 ,2022/02/09,43,Female,Deutschland,home,479.27,10,3.7,Cash,canceled
, CUST_130 ,07-21-2022,33,MALE,United States,Home,,7,1.9,CC,pending
TXN-10513,CUST-303,02-03-2024,41,  Female  ,United Kingdom,Electronics,128.35,9,1.7,,
TXN-10514,CUST-356,11/09/2023,48,Male,,electronics,€198.31,6,10.0,credit_card,COMPLETE
TXN-10515,CUST-316,2024/02/10,37,Other,uk,home,156.49,7,4.5,Credit Card,completed
TXN-10516,CUST-142,01-09-2022,,MALE,FR,Apparel,$69.94,7,3.5,Cash,pending
TXN-10517,CUST-375,"Dec 21, 2022",32,F,U.S.A., Electronics ,345.52,5,2.1,credit_card,Cancelled
TXN-10518,CUST-242,2024/04/21,75,male,uk,Electronics,391.93,5,3.8,bank_transfer,Refunded
TXN-10519,,"Jan 13, 2022",24,Femal,uk, Electronics ,294.8,9,4.7,PayPal,COMPLETE
TXN-10520,CUST-204,19/02/2024,67,Femal,USA,Beauty & Health,554.39,3,4.5,paypal,Pending
TXN-10521,CUST-179,22/08/2022,54,F,,Beauty & Health,257.69,2,3.4,CC,Returned
TXN-10522,CUST-300,"Aug 03, 2022",19,female,usa,Electronics,205.32,10,2.8,bank_transfer,Refunded
TXN-10523,CUST-133,2023/08/25,28,female,Deutschland,CLOTHING,539.05,10,4.3,credit_card,Returned
